,Provider,PotentialFraud,statecount_uniq,major_state,county_uniq,major_county,sum_IPAnnualReimbursementAmt,mean_IPAnnualReimbursementAmt,max_IPAnnualReimbursementAmt,sum_IPAnnualDeductibleAmtdf,mean_IPAnnualDeductibleAmt,max_IPAnnualDeductibleAmt
1020,PRV52275,No,1,10,5,20,248570,2461.089108910891,57000,28700,284.15841584158414,3068
1021,PRV52276,No,2,10,3,410,281460,4139.117647058823,75000,20292,298.4117647058824,2136
1022,PRV52278,No,1,10,4,570,270830,16926.875,57000,23496,1468.5,4272
1023,PRV52279,No,1,10,2,120,1443940,17396.86746987952,67000,193916,2336.3373493975905,36136
1024,PRV52280,Yes,2,10,6,470,597060,14562.439024390244,49000,68352,1667.121951219512,4272
1025,PRV52281,No,1,10,6,470,725030,17683.658536585364,68000,80760,1969.7560975609756,7136
1026,PRV52282,No,1,10,1,400,95400,15900.0,32600,8544,1424.0,2136
1027,PRV52283,Yes,1,10,4,150,1275490,19325.60606060606,85400,139726,2117.060606060606,5340
1028,PRV52284,No,1,10,5,0,81400,2087.1794871794873,21000,12548,321.7435897435897,1868
1029,PRV52285,No,1,10,2,490,251850,13255.263157894737,61680,28836,1517.6842105263158,3204
1030,PRV52286,No,1,10,1,490,121000,24200.0,44200,9044,1808.8,3204
1031,PRV52288,No,1,10,4,500,59360,4566.153846153846,20060,9612,739.3846153846154,3204
1032,PRV52289,No,3,41,3,30,67570,16892.5,32150,10680,2670.0,4272
1033,PRV52290,No,1,10,5,340,121270,12127.0,33280,19224,1922.4,4272
1034,PRV52291,No,1,10,2,570,177130,9840.555555555555,23160,26632,1479.5555555555557,4204
1035,PRV52292,Yes,2,10,6,580,419900,16796.0,60100,37380,1495.2,4272
1036,PRV52293,No,1,10,4,410,49100,7014.285714285715,44100,3204,457.7142857142857,2136
1037,PRV52294,No,1,10,1,70,73530,10504.285714285714,23430,14680,2097.1428571428573,5068
1038,PRV52295,No,2,10,2,560,19110,3822.0,5000,5340,1068.0,1068
1039,PRV52296,No,1,10,1,490,13000,6500.0,11000,3204,1602.0,2136
1040,PRV52298,No,4,11,21,913,1727500,7924.311926605505,78000,144268,661.7798165137615,10340
1041,PRV52299,No,2,11,22,260,3022620,5029.317803660566,63150,277012,460.91846921797,5340
1042,PRV52300,No,2,11,7,610,178010,8476.666666666666,38700,17088,813.7142857142857,2136
1043,PRV52302,No,1,11,8,884,474710,10319.782608695652,68560,44516,967.7391304347826,7136
1044,PRV52303,No,5,11,60,410,2196040,5602.142857142857,80000,285692,728.8061224489796,25136
1045,PRV52304,No,3,11,19,890,1066440,5795.869565217391,65110,111596,606.5,9068
1046,PRV52306,No,1,11,6,940,26000,1733.3333333333333,12000,4272,284.8,1068
1047,PRV52307,Yes,12,11,51,320,1861780,10638.742857142857,132050,145776,833.0057142857142,5340
1048,PRV52308,Yes,2,11,15,280,1059180,12174.48275862069,102800,139276,1600.8735632183907,24272
1049,PRV52309,No,1,11,13,920,745240,4383.764705882353,64040,78054,459.1411764705882,5340
1050,PRV52310,No,2,11,23,900,1804820,3975.374449339207,59320,182092,401.0837004405286,4272
1051,PRV52311,No,1,11,9,820,62800,2242.8571428571427,25000,8544,305.14285714285717,2136
1052,PRV52312,No,3,11,17,790,980500,4581.77570093458,100000,109664,512.4485981308411,7136
1053,PRV52313,No,3,11,18,600,4065830,8067.123015873016,117540,295020,585.3571428571429,6204
1054,PRV52314,No,6,11,29,360,1862970,8354.125560538117,144000,160464,719.5695067264573,4272
1055,PRV52315,No,3,11,16,830,417570,4912.588235294118,49000,50584,595.1058823529412,10340
1056,PRV52317,No,1,11,5,260,195040,7801.6,61900,17088,683.52,4272
1057,PRV52318,No,4,11,18,703,309090,7925.384615384615,69300,44132,1131.5897435897436,21204
1058,PRV52319,No,2,11,9,150,148920,4964.0,102000,12816,427.2,3204
1059,PRV52320,Yes,7,11,43,90,2512210,6863.96174863388,72760,251600,687.431693989071,8136
1060,PRV52321,Yes,3,11,19,150,1281330,8542.2,57200,129742,864.9466666666667,5340
1061,PRV52323,No,6,11,32,370,854680,4498.315789473684,63000,91712,482.69473684210527,6408
1062,PRV52325,Yes,4,11,27,360,1283780,9875.23076923077,155270,175364,1348.9538461538461,9068
1063,PRV52326,No,2,11,6,861,249860,17847.14285714286,56000,23496,1678.2857142857142,5340
1064,PRV52328,No,2,11,8,570,266580,7616.571428571428,47000,25632,732.3428571428572,3204
1065,PRV52331,No,3,11,13,950,382770,6274.918032786885,52000,43652,715.6065573770492,4272
1066,PRV52332,No,8,11,25,220,467660,7307.1875,69300,76312,1192.375,24136
1067,PRV52334,No,2,11,9,461,279930,4178.059701492537,34080,52904,789.6119402985074,25136
1068,PRV52335,No,2,11,8,970,574470,2373.8429752066118,44000,74604,308.2809917355372,4136
1069,PRV52336,No,2,44,8,320,315330,3666.6279069767443,86010,31972,371.7674418604651,3204
1070,PRV52337,Yes,2,11,20,780,3509500,4540.103492884864,90000,311288,402.7011642949547,4272
1071,PRV52340,Yes,13,11,54,290,12723920,7300.0114744693055,77020,1387804,796.215720022949,10340
1072,PRV52341,No,11,11,42,50,821050,6081.851851851852,86010,95904,710.4,10068
1073,PRV52342,No,7,11,33,220,1724210,7909.220183486239,102800,231132,1060.2385321100917,35068
1074,PRV52343,Yes,5,11,19,370,1589780,6091.111111111111,100000,179288,686.9272030651341,5204
1075,PRV52344,No,2,11,12,910,1008670,7759.0,27000,109596,843.0461538461539,7068
1076,PRV52346,No,2,11,12,460,649900,9557.35294117647,49200,68284,1004.1764705882352,4272
1077,PRV52347,Yes,18,11,74,860,2202190,5547.078085642317,100000,280870,707.4811083123426,20136
1078,PRV52348,No,2,11,10,861,382380,5707.164179104478,56000,41652,621.6716417910447,5340
1079,PRV52349,No,6,11,28,220,372810,3765.757575757576,32800,49856,503.5959595959596,7136
1080,PRV52350,No,1,11,7,150,210830,5270.75,24000,35108,877.7,4272
1081,PRV52351,No,19,11,81,860,1528180,3595.7176470588233,68000,174764,411.20941176470586,13068
1082,PRV52352,No,3,11,10,90,177860,5558.125,86010,24952,779.75,11068
1083,PRV52353,No,3,11,11,370,598000,12458.333333333334,132050,40176,837.0,5204
1084,PRV52354,No,1,11,6,710,523340,7929.393939393939,155270,24564,372.1818181818182,3204
1085,PRV52355,No,1,11,6,620,151000,2396.8253968253966,17000,22292,353.8412698412698,3068
1086,PRV52356,No,2,11,14,882,588240,6002.448979591837,69300,125682,1282.469387755102,24136
1087,PRV52357,No,1,11,14,90,615760,5864.380952380952,57200,74216,706.8190476190476,7136
1088,PRV52358,No,2,10,8,490,58000,3222.222222222222,19000,6408,356.0,2136
1089,PRV52359,No,2,11,23,570,1028200,9609.345794392524,123000,109396,1022.392523364486,7136
1090,PRV52361,No,11,11,35,240,816680,5168.860759493671,49080,78764,498.50632911392404,4272
1091,PRV52362,No,7,11,23,200,1215210,7890.974025974026,57000,127248,826.2857142857143,4272
1092,PRV52365,No,6,11,24,280,3410120,4614.506089309878,64350,363620,492.04330175913395,7136
1093,PRV52366,No,4,11,16,921,1193330,5524.675925925926,86010,134416,622.2962962962963,11068
1094,PRV52367,No,2,11,21,220,1329120,4475.151515151515,51000,151474,510.013468013468,4272
1095,PRV52369,No,3,11,20,290,3284050,6003.747714808044,100000,367352,671.5758683729433,10340
1096,PRV52371,No,2,11,11,90,221260,3073.0555555555557,55000,22428,311.5,2136
1097,PRV52372,No,1,11,16,650,734960,5927.096774193548,71700,81892,660.4193548387096,6204
1098,PRV52373,No,3,1,8,400,110400,4800.0,33500,12816,557.2173913043479,2136
1099,PRV52374,No,4,11,12,190,1523490,6681.973684210527,49200,148452,651.1052631578947,4272
1100,PRV52377,No,2,11,18,50,229380,5213.181818181818,61900,24564,558.2727272727273,4272
1101,PRV52378,No,2,11,9,90,38860,3238.3333333333335,16050,6408,534.0,3204
1102,PRV52380,No,1,11,3,652,4000,1000.0,4000,1068,267.0,1068
1103,PRV52381,No,2,11,6,510,114520,1431.5,20120,20292,253.65,1068
1104,PRV52383,Yes,2,11,13,960,377300,5098.648648648648,25000,55584,751.1351351351351,12136
1105,PRV52384,No,3,11,11,500,111240,3370.909090909091,39000,10680,323.6363636363636,4272
1106,PRV52385,No,4,11,10,110,52800,2400.0,19000,7476,339.8181818181818,1068
1107,PRV52386,No,6,11,29,300,654210,2760.3797468354433,116660,71556,301.9240506329114,4272
1108,PRV52387,No,2,11,14,670,357030,5667.142857142857,51500,46188,733.1428571428571,7208
1109,PRV52389,No,5,11,43,490,782140,4573.918128654971,57420,87304,510.5497076023392,4272
1110,PRV52390,No,2,11,8,220,442550,12293.055555555555,102000,27798,772.1666666666666,3204
1111,PRV52391,No,3,11,7,851,93880,4267.272727272727,33400,17408,791.2727272727273,9068
1112,PRV52392,No,1,11,7,702,746780,5880.157480314961,23000,88140,694.0157480314961,3504
1113,PRV52393,No,2,11,10,600,1798040,19758.68131868132,155270,100848,1108.2197802197802,6204
1114,PRV52394,No,7,1,17,500,415450,3520.762711864407,62000,44856,380.135593220339,3204
1115,PRV52395,No,5,11,24,470,3521610,3861.4144736842104,100000,412072,451.8333333333333,25136
1116,PRV52396,Yes,4,11,13,370,478310,11957.75,63150,46124,1153.1,4272
1117,PRV52397,No,2,11,7,280,86170,10771.25,23160,8544,1068.0,3204
1118,PRV52398,No,1,11,15,650,553240,11525.833333333334,155270,30972,645.25,4272
1119,PRV52399,No,2,11,12,370,2066190,4760.806451612903,102800,262172,604.0829493087558,25136
1120,PRV52400,No,2,11,11,320,1358070,5879.090909090909,54140,154592,669.2294372294373,4272
1121,PRV52401,No,2,11,8,700,880690,6246.0283687943265,59320,100388,711.9716312056737,3204
1122,PRV52402,No,6,1,30,220,1244380,5953.971291866029,52000,160384,767.3875598086124,13136
1123,PRV52403,No,3,11,14,812,945940,4379.351851851852,86010,80764,373.9074074074074,3204
1124,PRV52404,No,2,11,10,471,161170,5969.259259259259,22000,18156,672.4444444444445,2136
1125,PRV52405,No,3,1,14,340,656110,7372.0224719101125,80000,65148,732.0,3204
1126,PRV52406,No,1,11,11,180,172950,2745.2380952380954,32600,21360,339.04761904761904,4272
1127,PRV52407,No,1,11,4,850,340430,7916.976744186047,32600,22428,521.5813953488372,2136
1128,PRV52408,No,1,11,3,980,123600,4262.068965517241,27900,6408,220.9655172413793,1068
1129,PRV52409,No,1,11,7,220,39360,2460.0,17250,5370,335.625,2166
1130,PRV52410,No,1,11,5,611,134440,2317.9310344827586,25200,19224,331.44827586206895,3204
1131,PRV52411,No,1,11,4,390,382140,4153.695652173913,34000,49660,539.7826086956521,2936
1132,PRV52412,No,1,11,6,390,285520,4532.063492063492,32000,23228,368.6984126984127,2936
1133,PRV52414,No,2,11,6,830,395600,2996.969696969697,47000,29904,226.54545454545453,2136
1134,PRV52415,No,1,11,5,771,35680,870.2439024390244,16470,5340,130.2439024390244,3204
1135,PRV52416,No,1,11,4,120,91700,2183.3333333333335,20000,12816,305.14285714285717,3204
1136,PRV52417,No,1,11,3,862,13000,650.0,7000,2136,106.8,1068
1137,PRV52418,No,1,11,5,660,145670,4162.0,57200,16020,457.7142857142857,4272
1138,PRV52419,No,2,11,8,680,1829570,16335.44642857143,69300,591238,5278.910714285715,35068
1139,PRV52420,Yes,1,11,6,750,270800,1920.5673758865248,51500,24028,170.4113475177305,7208
1140,PRV52421,No,2,11,7,210,224380,2361.8947368421054,31000,28836,303.53684210526313,2136
1141,PRV52422,No,1,11,6,972,440400,7593.103448275862,57000,34176,589.2413793103449,3204
1142,PRV52423,No,2,11,9,740,151780,2810.740740740741,27000,20292,375.77777777777777,2136
1143,PRV52425,No,1,11,3,652,53700,2334.782608695652,50700,2136,92.8695652173913,1068
1144,PRV52427,No,1,11,4,820,78240,4117.894736842105,18350,10680,562.1052631578947,2136
1145,PRV52431,No,1,11,6,390,482370,7656.666666666667,51500,70208,1114.4126984126983,9068
1146,PRV52432,No,2,11,4,281,205300,3539.655172413793,25000,25632,441.9310344827586,2136
1147,PRV52433,No,3,11,19,902,231040,2718.1176470588234,47100,22728,267.38823529411764,3204
1148,PRV52434,No,1,11,2,130,66010,33005.0,66010,24136,12068.0,24136
1149,PRV52435,No,1,11,5,760,185200,2645.714285714286,14240,32768,468.1142857142857,6068
1150,PRV52436,No,1,11,6,811,289000,6568.181818181818,59680,22428,509.72727272727275,2136
1151,PRV52437,No,1,11,8,832,305960,7115.3488372093025,25000,30304,704.7441860465116,3604
1152,PRV52439,No,1,11,3,550,428220,3539.00826446281,44000,38448,317.75206611570246,2136
1153,PRV52440,No,1,11,3,340,13270,1105.8333333333333,10120,2136,178.0,1068
1154,PRV52441,No,2,11,4,921,431830,4593.936170212766,63000,54856,583.5744680851063,11068
1155,PRV52443,No,1,11,1,470,0,0.0,0,0,0.0,0
1156,PRV52445,Yes,2,1,3,560,155840,31168.0,90000,9612,1922.4,4272
1157,PRV52446,No,1,11,3,460,201690,20169.0,86010,19224,1922.4,4272
1158,PRV52448,No,1,11,2,930,0,0.0,0,0,0.0,0
1159,PRV52449,No,1,11,2,421,198000,33000.0,66010,52544,8757.333333333334,24136
1160,PRV52450,No,1,11,15,470,1081780,3630.1342281879197,41300,150092,503.66442953020135,25136
1161,PRV52451,No,1,11,5,740,63730,3186.5,24090,8544,427.2,2136
1162,PRV52452,No,2,11,6,840,760860,2776.8613138686133,59000,80100,292.33576642335765,2136
1163,PRV52453,No,1,11,1,971,0,0.0,0,0,0.0,0
1164,PRV52454,No,1,11,2,291,57240,3816.0,25000,5340,356.0,2136
1165,PRV52455,No,1,11,7,50,226300,2977.6315789473683,24000,32040,421.57894736842104,2136
1166,PRV52456,No,1,11,3,260,10000,1428.5714285714287,10000,1068,152.57142857142858,1068
1167,PRV52457,No,2,10,4,120,171620,19068.88888888889,73560,12816,1424.0,3204
1168,PRV52458,No,1,11,1,970,27050,27050.0,27050,1068,1068.0,1068
1169,PRV52459,No,1,11,7,470,832440,16648.8,51500,93734,1874.68,7136
1170,PRV52460,No,1,11,4,890,215240,16556.923076923078,39340,32040,2464.6153846153848,4272
1171,PRV52461,No,1,11,5,390,62620,8945.714285714286,15000,9612,1373.142857142857,2136
1172,PRV52462,No,1,11,2,190,56540,28270.0,41300,5340,2670.0,4272
1173,PRV52463,No,1,11,1,310,5120,5120.0,5120,1068,1068.0,1068
1174,PRV52464,No,1,11,2,530,25180,12590.0,17180,4272,2136.0,3204
1175,PRV52466,No,1,11,2,780,309490,23806.923076923078,81000,23996,1845.8461538461538,3204
1176,PRV52467,Yes,4,12,5,10,713150,6923.78640776699,136000,52332,508.07766990291265,6408
1177,PRV52468,No,2,12,6,20,134260,6393.333333333333,73020,10680,508.57142857142856,4272
1178,PRV52469,No,6,5,14,540,683020,3712.0652173913045,57000,90780,493.3695652173913,3204
1179,PRV52470,No,1,12,2,50,0,0.0,0,0,0.0,0
1180,PRV52471,No,3,12,5,50,8000,1000.0,8000,2136,267.0,2136
1181,PRV52472,No,3,54,7,0,436420,7154.426229508197,57000,39516,647.8032786885246,3204
1182,PRV52473,No,1,12,2,20,74400,18600.0,63400,8544,2136.0,6408
1183,PRV52474,No,4,12,4,20,468080,12650.81081081081,63400,48060,1298.918918918919,6408
1184,PRV52476,No,3,12,7,200,330280,12703.076923076924,63400,27768,1068.0,6408
1185,PRV52478,No,8,5,16,510,195470,3554.0,40000,28836,524.290909090909,2136
1186,PRV52480,No,5,12,8,10,135240,4508.0,47000,13884,462.8,3204
1187,PRV52482,No,1,12,1,10,0,0.0,0,0,0.0,0
1188,PRV52483,No,2,12,3,50,511150,2292.152466367713,22000,75828,340.0358744394619,2136
1189,PRV52484,No,1,12,2,40,32400,2492.3076923076924,10000,7476,575.0769230769231,1068
1190,PRV52485,No,1,12,1,50,0,0.0,0,0,0.0,0
1191,PRV52486,No,1,12,1,20,261260,3786.376811594203,31000,39516,572.695652173913,4272
1192,PRV52487,No,1,12,1,20,789530,4460.6214689265535,65240,80100,452.54237288135596,6408
1193,PRV52488,No,1,12,1,20,812810,4441.584699453552,65240,83304,455.21311475409834,4272
1194,PRV52490,No,1,12,1,20,86400,5082.35294117647,63400,9612,565.4117647058823,6408
1195,PRV52491,No,1,12,1,20,261380,4148.888888888889,65240,25632,406.85714285714283,3204
1196,PRV52492,No,2,12,2,20,85240,2507.0588235294117,25000,10680,314.11764705882354,3204
1197,PRV52493,No,1,12,1,20,59200,3700.0,25000,7476,467.25,3204
1198,PRV52494,No,1,12,1,40,0,0.0,0,0,0.0,0
1199,PRV52495,No,1,12,1,20,156180,10412.0,28300,22160,1477.3333333333333,3204
1200,PRV52497,Yes,4,13,6,90,114000,3800.0,40000,13884,462.8,3204
1201,PRV52499,No,5,13,25,280,697800,4444.585987261146,67570,79832,508.484076433121,3204
1202,PRV52500,No,5,13,14,150,822250,6525.793650793651,114300,96012,762.0,15068
1203,PRV52501,No,3,13,10,330,6180,325.2631578947368,6180,2136,112.42105263157895,2136
1204,PRV52502,Yes,6,13,20,410,845920,7108.571428571428,114300,109460,919.8319327731092,8272
1205,PRV52503,No,4,13,19,0,234960,3012.3076923076924,29200,33108,424.46153846153845,2136
1206,PRV52504,Yes,5,13,11,80,468130,11703.25,48600,44856,1121.4,3204
1207,PRV52506,No,2,13,4,190,18000,1384.6153846153845,16000,3204,246.46153846153845,2136
1208,PRV52507,No,2,13,6,340,47350,1632.7586206896551,29000,4272,147.31034482758622,2136
1209,PRV52508,No,2,13,7,200,233010,6297.5675675675675,114300,26088,705.081081081081,8272
1210,PRV52509,No,4,13,10,320,367040,5826.0317460317465,57000,58972,936.063492063492,15068
1211,PRV52510,No,2,13,5,80,61160,2352.3076923076924,18060,8544,328.61538461538464,2136
1212,PRV52511,Yes,12,13,33,0,1844380,7497.4796747967475,114300,196424,798.4715447154472,8272
1213,PRV52512,No,1,13,3,420,224350,7237.096774193548,60120,49088,1583.483870967742,9068
1214,PRV52513,No,2,13,4,270,50500,2525.0,30600,6408,320.4,3204
1215,PRV52514,No,2,29,4,30,45000,3000.0,34000,4272,284.8,1068
1216,PRV52515,No,4,46,5,260,10000,588.2352941176471,10000,1068,62.8235294117647,1068
1217,PRV52517,No,2,13,10,20,138000,4312.5,57000,35476,1108.625,15068
1218,PRV52518,No,3,29,8,10,238310,4672.745098039216,63850,21360,418.8235294117647,4272
1219,PRV52519,No,4,13,10,0,603310,6033.1,114300,117652,1176.52,9068
1220,PRV52520,No,1,13,6,410,340340,2812.7272727272725,63850,46992,388.3636363636364,5340
1221,PRV52521,No,8,13,15,260,405650,3589.8230088495575,63000,56604,500.92035398230087,4272
1222,PRV52523,No,2,13,2,20,0,0.0,0,0,0.0,0
1223,PRV52525,No,1,3,1,60,0,0.0,0,0,0.0,0
1224,PRV52526,No,1,13,1,270,0,0.0,0,0,0.0,0
1225,PRV52527,No,1,13,4,270,330240,2064.0,48600,30972,193.575,3204
1226,PRV52528,No,1,13,6,260,42900,1650.0,10000,19748,759.5384615384615,5068
1227,PRV52529,No,1,13,4,170,6020,501.6666666666667,6020,1068,89.0,1068
1228,PRV52530,No,1,13,5,220,50960,5096.0,27000,8544,854.4,2136
1229,PRV52531,No,4,13,4,270,15360,3072.0,15360,1068,213.6,1068
1230,PRV52532,No,3,13,8,170,42270,2641.875,28250,3204,200.25,2136
1231,PRV52533,No,2,13,5,50,251710,5853.720930232558,30700,26700,620.9302325581396,3204
1232,PRV52535,No,1,13,4,240,33800,1877.7777777777778,12000,6408,356.0,1068
1233,PRV52536,No,1,50,1,310,14000,14000.0,14000,1068,1068.0,1068
1234,PRV52537,No,1,13,1,130,57000,57000.0,57000,1068,1068.0,1068
1235,PRV52539,No,1,13,2,280,36240,2588.5714285714284,14020,3204,228.85714285714286,1068
1236,PRV52540,No,1,13,1,280,16400,2342.8571428571427,8200,2136,305.14285714285717,1068
1237,PRV52541,No,1,13,3,90,52400,10480.0,27000,6408,1281.6,2136
1238,PRV52542,No,1,13,4,270,166350,2683.064516129032,29000,19224,310.06451612903226,2136
1239,PRV52543,No,4,13,11,130,324420,1897.1929824561403,40000,29904,174.87719298245614,2136
1240,PRV52544,No,1,13,2,270,52740,8790.0,30600,8544,1424.0,3204
1241,PRV52545,No,2,14,2,570,24000,1846.1538461538462,16000,3204,246.46153846153845,1068
1242,PRV52547,No,2,26,2,950,11250,5625.0,11250,1068,534.0,1068
1243,PRV52548,No,3,14,10,250,76680,5112.0,25000,10680,712.0,3204
1244,PRV52549,No,1,14,12,770,1405840,9011.794871794871,124500,97188,623.0,5340
1245,PRV52551,No,1,14,4,660,50570,10114.0,32410,6408,1281.6,5340
1246,PRV52552,No,7,10,13,50,291830,5306.0,74000,29904,543.709090909091,3204
1247,PRV52553,No,3,14,7,250,164010,20501.25,89000,11748,1468.5,4272
1248,PRV52554,No,1,14,2,500,18000,1384.6153846153845,12000,2136,164.30769230769232,1068
1249,PRV52555,No,3,54,4,90,4000,571.4285714285714,4000,1068,152.57142857142858,1068
1250,PRV52556,No,5,14,33,890,1031260,8967.478260869566,65000,116004,1008.7304347826087,5136
1251,PRV52557,No,1,14,4,992,17100,1554.5454545454545,10100,3204,291.27272727272725,2136
1252,PRV52558,No,3,14,5,141,2132570,4316.943319838057,77900,243716,493.35222672064776,4272
1253,PRV52559,No,3,14,28,90,1720030,4791.16991643454,72050,199764,556.4456824512534,5136
1254,PRV52560,No,2,14,8,680,2095840,4166.679920477137,75000,198648,394.9264413518887,3204
1255,PRV52561,No,2,14,2,141,1027360,3669.1428571428573,77900,120116,428.98571428571427,4272
1256,PRV52562,No,3,14,12,370,559370,6429.540229885058,59000,52996,609.1494252873563,4272
1257,PRV52563,No,4,14,14,989,1853360,3918.30866807611,69300,204244,431.80549682875267,4272
1258,PRV52564,No,4,10,10,510,248820,11848.57142857143,153580,16320,777.1428571428571,5640
1259,PRV52565,No,1,14,4,800,929240,6782.773722627737,63000,103892,758.3357664233577,4272
1260,PRV52566,No,11,14,35,120,960580,6910.6474820143885,69400,124260,893.956834532374,9272
1261,PRV52567,No,2,14,7,560,188480,2855.757575757576,59000,18656,282.6666666666667,4272
1262,PRV52568,No,2,14,6,990,390660,4490.3448275862065,36000,55536,638.3448275862069,3204
1263,PRV52570,No,1,14,8,800,283800,11825.0,59000,21360,890.0,4272
1264,PRV52571,No,1,14,4,141,2675850,5267.421259842519,90500,258656,509.1653543307087,6408
1265,PRV52572,No,1,14,2,70,48650,16216.666666666666,48650,4272,1424.0,4272
1266,PRV52573,No,4,14,8,141,2783940,4742.657580919932,90500,274028,466.82793867120955,6408
1267,PRV52574,Yes,3,14,47,920,3325070,12838.108108108108,124500,334128,1290.069498069498,7136
1268,PRV52575,No,2,14,11,420,293010,4185.857142857143,57000,27764,396.62857142857143,3204
1269,PRV52576,No,3,14,10,988,133910,5150.384615384615,48650,12816,492.9230769230769,4272
1270,PRV52577,No,2,14,5,940,77890,9736.25,56850,4272,534.0,2136
1271,PRV52578,Yes,3,14,8,170,743740,15178.367346938776,65600,95440,1947.7551020408164,9068
1272,PRV52579,No,2,14,5,141,15150,1683.3333333333333,11000,2136,237.33333333333334,1068
1273,PRV52580,No,4,14,8,60,270340,6931.794871794872,52120,21360,547.6923076923077,3204
1274,PRV52581,No,1,14,2,141,443980,3126.6197183098593,47800,58740,413.6619718309859,4272
1275,PRV52582,No,3,14,8,141,242910,10561.304347826086,63000,29904,1300.1739130434783,4272
1276,PRV52583,No,17,10,37,70,922030,4432.836538461538,50600,121004,581.75,9340
1277,PRV52584,No,3,26,11,910,489660,9067.777777777777,57090,42720,791.1111111111111,4272
1278,PRV52586,No,1,26,1,950,0,0.0,0,0,0.0,0
1279,PRV52587,No,2,14,6,982,481010,3511.021897810219,45000,66216,483.3284671532847,3204
1280,PRV52588,No,1,14,6,610,277410,5548.2,42220,32040,640.8,3204
1281,PRV52589,Yes,11,15,41,430,2849790,6689.647887323944,81000,358864,842.4037558685446,14136
1282,PRV52590,Yes,1,14,2,141,2859710,13748.60576923077,90500,322900,1552.4038461538462,7476
1283,PRV52591,No,6,52,9,390,78240,1700.8695652173913,15000,14952,325.04347826086956,3204
1284,PRV52592,No,4,14,10,620,111110,5847.894736842105,25030,18156,955.578947368421,4272
1285,PRV52593,Yes,4,14,29,660,2961730,5088.883161512027,72050,340808,585.5807560137457,7136
1286,PRV52596,No,1,15,1,440,0,0.0,0,0,0.0,0
1287,PRV52598,No,7,14,12,0,107660,3472.9032258064517,31440,10680,344.51612903225805,2136
1288,PRV52599,No,2,14,12,400,1235540,4542.426470588235,51000,144980,533.0147058823529,3204
1289,PRV52602,No,8,14,21,890,469930,5948.481012658228,59000,46992,594.8354430379746,4272
1290,PRV52604,No,3,3,3,60,7150,1021.4285714285714,5150,2136,305.14285714285717,1068
1291,PRV52605,No,4,14,43,920,4414780,4414.78,124500,551052,551.052,7136
1292,PRV52606,No,1,14,8,860,141550,4718.333333333333,33510,14952,498.4,4272
1293,PRV52607,No,1,14,2,141,4000,2000.0,4000,1068,534.0,1068
1294,PRV52608,No,1,14,1,141,3030,3030.0,3030,1068,1068.0,1068
1295,PRV52609,Yes,2,14,9,880,514240,3866.466165413534,30000,54468,409.5338345864662,3204
1296,PRV52610,No,2,14,8,20,131770,7751.176470588235,56850,9612,565.4117647058823,2136
1297,PRV52611,No,1,14,9,992,162550,10159.375,43050,14952,934.5,3204
1298,PRV52614,No,2,14,13,90,789360,5060.0,31000,81492,522.3846153846154,5136
1299,PRV52615,No,3,14,4,650,28000,3111.1111111111113,12000,3204,356.0,1068
1300,PRV52616,No,5,15,6,440,21900,1460.0,13400,3204,213.6,1068
1301,PRV52617,No,2,14,8,640,1606570,6750.294117647059,74000,198084,832.2857142857143,6408
1302,PRV52621,No,4,14,11,440,472100,10491.111111111111,71350,50996,1133.2444444444445,4272
1303,PRV52622,No,2,14,3,982,23120,3302.8571428571427,14000,6408,915.4285714285714,3204
1304,PRV52623,No,3,14,19,470,989610,4211.106382978724,57500,108800,462.97872340425533,3204
1305,PRV52626,No,1,14,2,680,20000,6666.666666666667,20000,1068,356.0,1068
1306,PRV52627,No,3,14,4,141,54500,10900.0,37000,4272,854.4,1068
1307,PRV52628,Yes,6,14,16,141,8897730,4241.053384175405,90500,1035576,493.60152526215444,7476
1308,PRV52629,No,7,14,12,390,161510,2647.7049180327867,32000,20292,332.655737704918,3204
1309,PRV52630,Yes,4,14,11,640,3184310,7337.119815668203,77900,374320,862.4884792626729,8340
1310,PRV52631,No,7,14,11,141,5066660,4793.434247871334,90500,568808,538.1343424787134,7068
1311,PRV52633,No,2,14,7,530,1251660,3302.532981530343,57000,140296,370.17414248021106,6272
1312,PRV52634,No,4,14,20,991,773250,8887.931034482759,58560,100392,1153.9310344827586,4272
1313,PRV52636,No,5,52,8,290,41500,1976.1904761904761,25900,17340,825.7142857142857,13068
1314,PRV52638,No,1,14,1,141,0,0.0,0,0,0.0,0
1315,PRV52639,No,4,16,7,810,171860,4644.864864864865,32920,22292,602.4864864864865,4272
1316,PRV52640,No,6,14,10,570,242330,3671.6666666666665,43000,30836,467.2121212121212,6272
1317,PRV52641,No,10,14,29,630,699730,7213.711340206186,57000,75828,781.7319587628866,4272
1318,PRV52642,Yes,3,14,12,989,3442470,7895.573394495413,71350,419084,961.2018348623853,14136
1319,PRV52643,No,5,29,6,10,19120,1738.1818181818182,9120,3204,291.27272727272725,1068
1320,PRV52644,No,5,15,11,440,180370,5818.387096774193,20080,27768,895.741935483871,3204
1321,PRV52645,No,4,14,6,141,1639530,4018.455882352941,87000,175744,430.7450980392157,7068
1322,PRV52646,No,3,14,16,280,856560,8236.153846153846,65600,103460,994.8076923076923,7908
1323,PRV52647,No,8,52,23,390,316070,4214.266666666666,57000,32040,427.2,2136
