Provider,PotentialFraud,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum
PRV51624,No,8.0,40.0,12.0,12.0,1126.0,2650,5630,370.0,890,1850
PRV51625,No,610.2857142857143,1068.0,12.0,12.0,1375.7142857142858,5430,9630,415.7142857142857,1950,2910
PRV51626,No,118.66666666666667,1068.0,12.0,12.0,747.7777777777778,3720,6730,228.88888888888889,900,2060
PRV51627,No,123.23076923076923,1068.0,12.0,12.0,3050.769230769231,40410,79320,848.8461538461538,9210,22070
PRV51628,No,356.0,1068.0,12.0,12.0,2723.3333333333335,7410,16340,355.0,980,2130
PRV51629,No,1068.0,1068.0,12.0,12.0,1135.4545454545455,5790,24980,347.72727272727275,1380,7650
PRV51630,No,213.6,1068.0,12.0,12.0,3442.0,12350,17210,1398.0,4070,6990
PRV51631,No,0.0,0.0,12.0,12.0,1008.3333333333334,2070,6050,353.3333333333333,1460,2120
PRV51632,No,167.0,1068.0,12.0,12.0,4771.153846153846,36180,124050,1178.076923076923,7160,30630
PRV51634,No,47.226890756302524,1068.0,11.798319327731093,11.781512605042018,2411.6806722689075,23970,286990,614.6218487394958,5120,73140
PRV51635,No,36.827586206896555,1068.0,12.0,12.0,2304.137931034483,22700,66820,613.448275862069,6760,17790
PRV51636,No,12.417721518987342,1068.0,11.924050632911392,12.0,2986.2974683544303,33360,943670,908.8607594936709,10010,287200
PRV51637,No,222.8235294117647,1068.0,12.0,12.0,1632.9411764705883,7130,55520,514.4117647058823,1910,17490
PRV51638,No,534.0,1068.0,12.0,12.0,2207.5,6140,8830,292.5,830,1170
PRV51639,No,441.9310344827586,1068.0,12.0,12.0,2742.7586206896553,20890,79540,853.448275862069,5420,24750
PRV51640,No,457.7142857142857,1068.0,12.0,12.0,1142.857142857143,3020,8000,405.7142857142857,1110,2840
PRV51641,No,6.428571428571429,90.0,12.0,12.0,2277.1428571428573,4900,31880,510.7142857142857,1340,7150
PRV51642,No,4.285714285714286,60.0,12.0,12.0,2205.5172413793102,16800,63960,692.0689655172414,5040,20070
PRV51644,No,49.083333333333336,1068.0,12.0,12.0,1837.5,4560,44100,476.25,1650,11430
PRV51645,No,18.0,90.0,12.0,12.0,2898.0,5790,14490,750.0,1480,3750
PRV51647,No,534.0,1068.0,12.0,12.0,1982.5,5590,23790,788.3333333333334,1780,9460
PRV51650,No,0.0,0.0,12.0,12.0,1965.8333333333333,7100,47180,331.6666666666667,1260,7960
PRV51652,No,4.21875,80.0,12.0,12.0,4107.5,25140,262880,1279.375,7450,81880
PRV51653,No,4.583333333333333,100.0,12.0,12.0,2668.3333333333335,19380,64040,940.4166666666666,6080,22570
PRV51654,No,5.0,10.0,12.0,12.0,605.0,670,1210,270.0,420,540
PRV51655,No,13.333333333333334,40.0,12.0,12.0,1496.6666666666667,2830,4490,343.3333333333333,650,1030
PRV51656,No,0.0,0.0,12.0,12.0,2556.9565217391305,19970,58810,870.0,6110,20010
PRV51657,No,50.0,200.0,12.0,12.0,4035.0,9840,16140,1520.0,3170,6080
PRV51658,No,0.0,0.0,12.0,9.6,1502.0,2460,7510,662.0,1480,3310
PRV51660,No,10.0,30.0,12.0,12.0,1413.3333333333333,2390,4240,283.3333333333333,440,850
PRV51661,No,4.253731343283582,200.0,12.0,12.0,3151.6417910447763,27470,422320,996.7164179104477,7450,133560
PRV51664,No,5.0,50.0,12.0,12.0,878.0,3070,8780,308.0,1150,3080
PRV51665,No,2.6666666666666665,40.0,12.0,12.0,2107.3333333333335,14080,31610,582.6666666666666,2280,8740
PRV51666,No,0.0,0.0,12.0,12.0,50.0,50,50,100.0,100,100
PRV51668,No,2.8947368421052633,100.0,11.68421052631579,12.0,1882.6315789473683,25970,71540,653.421052631579,5940,24830
PRV51669,No,4.2105263157894735,200.0,12.0,11.842105263157896,1480.0,9840,112480,499.86842105263156,3170,37990
PRV51670,No,5.31651376146789,1068.0,11.724770642201834,11.889908256880734,1815.4816513761468,18790,791550,602.6605504587156,5210,262760
PRV51671,No,2.5641025641025643,60.0,11.846153846153847,12.0,1571.7948717948718,8220,61300,484.1025641025641,1620,18880
PRV51672,No,0.0,0.0,12.0,12.0,1578.3333333333333,2890,9470,191.66666666666666,520,1150
PRV51673,No,3.7158469945355193,200.0,12.0,12.0,1525.7377049180327,14240,279210,434.9726775956284,2810,79600
PRV51674,No,0.0,0.0,12.0,12.0,1920.0,4770,7680,800.0,1500,3200
PRV51675,No,3.5714285714285716,100.0,12.0,12.0,1585.7142857142858,11950,44400,528.2142857142857,4500,14790
PRV51676,No,26.985507246376812,1068.0,11.91304347826087,11.91304347826087,2144.710144927536,18360,295970,646.9565217391304,4770,89280
PRV51678,No,4.696969696969697,90.0,12.0,11.893939393939394,2271.818181818182,37090,149940,657.7272727272727,7450,43410
PRV51679,No,58.05263157894737,1068.0,12.0,12.0,2522.1052631578946,6470,95840,246.57894736842104,1630,9370
PRV51681,No,41.07692307692308,1068.0,12.0,12.0,3694.6153846153848,35810,96060,910.7692307692307,7600,23680
PRV51682,No,0.0,0.0,12.0,12.0,2944.375,6810,47110,751.25,2720,12020
PRV51685,No,1.4545454545454546,70.0,12.0,12.0,1472.1818181818182,11320,80970,525.8181818181819,2290,28920
PRV51687,No,10.0,100.0,12.0,12.0,842.0,2840,8420,99.0,160,990
PRV51688,No,237.33333333333334,1068.0,10.666666666666666,10.666666666666666,1376.6666666666667,6150,12390,437.77777777777777,1050,3940
PRV51689,No,0.0,0.0,12.0,12.0,7400.0,7400,7400,1040.0,1040,1040
PRV51690,No,30.650980392156864,1068.0,11.952941176470588,12.0,2680.470588235294,33440,683520,790.9019607843137,10080,201680
PRV51691,No,2.0454545454545454,100.0,12.0,11.590909090909092,1881.1363636363637,33440,165540,487.3863636363636,10080,42890
PRV51692,No,0.0,0.0,12.0,12.0,1301.8181818181818,5630,14320,737.2727272727273,2460,8110
PRV51693,No,3.3628318584070795,200.0,12.0,12.0,1356.5486725663716,6950,153290,379.7345132743363,1710,42910
PRV51694,No,2.6923076923076925,70.0,12.0,12.0,1555.3846153846155,7100,40440,395.38461538461536,1400,10280
PRV51695,No,2.9603729603729603,100.0,12.0,12.0,2238.927738927739,27470,960500,640.6293706293707,4010,274830
PRV51696,No,0.0,0.0,12.0,12.0,2333.3333333333335,8150,21000,587.7777777777778,2720,5290
PRV51697,No,6.031746031746032,100.0,12.0,12.0,3079.6825396825398,25140,194020,1023.015873015873,7450,64450
PRV51698,No,0.0,0.0,12.0,12.0,2973.846153846154,23380,38660,842.3076923076923,7090,10950
PRV51699,No,4.880382775119617,200.0,12.0,11.91866028708134,2361.7703349282297,22990,493610,558.5645933014354,4560,116740
PRV51702,No,8.0,80.0,10.8,12.0,928.0,2970,9280,184.0,410,1840
PRV51703,No,0.0,0.0,12.0,12.0,40.0,60,80,25.0,50,50
PRV51704,No,0.0,0.0,12.0,12.0,2770.0,2770,2770,580.0,580,580
PRV51705,No,0.0,0.0,12.0,12.0,1910.0,1910,1910,1260.0,1260,1260
PRV51706,No,0.0,0.0,12.0,12.0,1150.0,1330,2300,455.0,650,910
PRV51707,No,3.3333333333333335,40.0,12.0,12.0,1645.0,3130,19740,531.6666666666666,1760,6380
PRV51708,No,12.5,50.0,12.0,12.0,1600.0,3450,6400,632.5,910,2530
PRV51709,No,0.0,0.0,12.0,12.0,2633.0,5710,26330,638.0,1290,6380
PRV51710,No,884.2352941176471,1068.0,12.0,12.0,1662.3529411764705,6250,28260,307.05882352941177,730,5220
PRV51711,No,1068.0,1068.0,12.0,12.0,0.0,0,0,0.0,0,0
PRV51712,No,0.0,0.0,12.0,12.0,1656.6666666666667,4110,4970,986.6666666666666,2320,2960
PRV51713,No,3.8461538461538463,50.0,12.0,12.0,1517.6923076923076,3370,19730,510.7692307692308,2030,6640
PRV51715,No,267.0,1068.0,11.0,12.0,1033.3333333333333,3300,12400,517.5,2400,6210
PRV51716,No,1.3414634146341464,60.0,12.0,12.0,1850.3658536585365,13940,151730,562.6829268292682,6740,46140
PRV51718,No,0.0,0.0,12.0,12.0,2360.0,5950,18880,570.0,2130,4560
PRV51719,No,0.0,0.0,12.0,12.0,4345.0,14430,17380,1285.0,4490,5140
PRV51720,No,0.0,0.0,12.0,12.0,2950.0,6250,11800,557.5,750,2230
PRV51721,No,0.0,0.0,12.0,12.0,1644.0,4820,8220,250.0,530,1250
PRV51722,No,0.0,0.0,12.0,12.0,100.0,100,100,0.0,0,0
PRV51723,No,6.25,100.0,11.25,12.0,3614.375,25880,57830,757.5,4520,12120
PRV51724,No,0.0,0.0,12.0,12.0,4798.333333333333,20570,28790,1280.0,5870,7680
PRV51725,No,20.0,80.0,12.0,12.0,1400.0,3300,5600,290.0,480,1160
PRV51726,No,0.0,0.0,12.0,12.0,2299.0476190476193,11950,48280,673.3333333333334,4500,14140
PRV51727,No,0.0,0.0,12.0,12.0,1463.3333333333333,2050,4390,876.6666666666666,1080,2630
PRV51729,No,0.0,0.0,12.0,12.0,2045.7894736842106,7260,38870,683.6842105263158,2560,12990
PRV51731,No,6.052631578947368,100.0,11.842105263157896,12.0,1948.421052631579,16940,74040,482.36842105263156,4630,18330
PRV51732,No,5.0,60.0,12.0,12.0,1283.3333333333333,3360,15400,467.5,1110,5610
PRV51733,No,0.0,0.0,12.0,12.0,6900.0,13220,13800,1170.0,2110,2340
PRV51734,No,1.5,30.0,12.0,12.0,3689.0,25900,73780,1014.0,8810,20280
PRV51735,No,0.0,0.0,12.0,12.0,950.0,1570,3800,415.0,880,1660
PRV51736,No,0.0,0.0,12.0,12.0,1887.142857142857,8470,39630,852.3809523809524,2320,17900
PRV51737,No,2.5,100.0,11.921052631578947,12.0,2520.4605263157896,33440,383110,761.1184210526316,10080,115690
PRV51738,No,0.0,0.0,12.0,12.0,1094.375,5310,17510,220.0,1230,3520
PRV51739,No,1.4864864864864864,60.0,12.0,12.0,2272.7027027027025,19250,168180,632.1621621621622,5490,46780
PRV51740,No,6.140350877192983,100.0,12.0,11.789473684210526,2302.4561403508774,34470,131240,761.7543859649123,7620,43420
PRV51741,No,0.0,0.0,12.0,12.0,1778.0,6400,62230,457.7142857142857,1530,16020
PRV51742,No,3.8461538461538463,50.0,12.0,12.0,2175.3846153846152,9760,28280,632.3076923076923,1910,8220
PRV51743,No,3.305084745762712,100.0,12.0,11.983050847457626,1511.949152542373,13470,178410,526.6949152542373,3890,62150
PRV51744,No,0.0,0.0,12.0,12.0,1762.0,2410,8810,776.0,1370,3880
PRV51745,No,15.384615384615385,100.0,12.0,12.0,1633.076923076923,5710,21230,405.38461538461536,840,5270
PRV51746,No,0.0,0.0,12.0,11.884615384615385,3157.3076923076924,23920,82090,870.3846153846154,6790,22630
PRV51747,No,0.0,0.0,12.0,12.0,1567.5,4370,6270,265.0,960,1060
PRV51748,No,0.0,0.0,11.333333333333334,12.0,2078.8888888888887,10360,37420,450.0,1150,8100
PRV51749,No,13.333333333333334,80.0,12.0,12.0,6621.666666666667,35420,39730,1808.3333333333333,9650,10850
PRV51750,No,26.666666666666668,80.0,8.0,12.0,803.3333333333334,1190,2410,146.66666666666666,210,440
PRV51751,No,0.0,0.0,12.0,12.0,3285.0,3800,6570,260.0,380,520
PRV51752,No,1.7241379310344827,100.0,12.0,12.0,3264.022988505747,23920,283970,932.2988505747127,6790,81110
PRV51753,No,0.0,0.0,12.0,12.0,1425.0,4780,5700,262.5,570,1050
PRV51754,No,0.0,0.0,10.666666666666666,12.0,1853.3333333333333,4900,16680,526.6666666666666,1700,4740
PRV51755,No,0.0,0.0,12.0,12.0,2986.6666666666665,7470,17920,1060.0,1820,6360
PRV51758,No,0.0,0.0,12.0,12.0,941.4285714285714,1960,6590,321.42857142857144,1070,2250
PRV51759,No,0.0,0.0,11.076923076923077,11.846153846153847,1702.3076923076924,3720,22130,642.3076923076923,1680,8350
PRV51761,No,0.0,0.0,12.0,12.0,1756.3636363636363,5820,19320,475.45454545454544,2080,5230
PRV51762,No,0.0,0.0,12.0,12.0,1385.0,4540,19390,487.85714285714283,1350,6830
PRV51763,No,0.0,0.0,12.0,12.0,2241.818181818182,4540,24660,687.2727272727273,1350,7560
PRV51764,No,3.0303030303030303,100.0,12.0,11.818181818181818,2596.060606060606,13910,85670,805.7575757575758,4500,26590
PRV51765,No,0.0,0.0,12.0,11.142857142857142,1613.5714285714287,5240,22590,618.5714285714286,1650,8660
PRV51766,No,0.0,0.0,12.0,12.0,1530.4347826086957,7810,35200,526.9565217391304,1880,12120
PRV51767,No,16.666666666666668,200.0,12.0,12.0,1564.1666666666667,7330,18770,363.3333333333333,1280,4360
PRV51769,No,0.0,0.0,12.0,12.0,1831.3333333333333,5790,27470,417.3333333333333,1790,6260
PRV51770,No,8.666666666666666,80.0,12.0,12.0,3858.0,22700,57870,1168.0,6760,17520
PRV51771,No,1.5,50.0,11.7,12.0,1709.25,16800,68370,632.5,5040,25300
PRV51773,No,0.0,0.0,12.0,12.0,1654.0,3260,8270,476.0,1180,2380
PRV51774,No,0.0,0.0,12.0,12.0,6683.333333333333,19360,20050,2153.3333333333335,4850,6460
PRV51775,No,5.641025641025641,100.0,11.692307692307692,12.0,1728.974358974359,6630,67430,400.7692307692308,2960,15630
PRV51776,No,1.4814814814814814,60.0,12.0,12.0,1753.148148148148,15810,94670,709.8148148148148,6470,38330
PRV51778,No,0.0,0.0,12.0,8.0,790.0,2070,2370,60.0,160,180
PRV51779,No,0.0,0.0,12.0,12.0,2922.5,19970,70140,945.0,6110,22680
PRV51780,No,1.1764705882352942,40.0,12.0,12.0,920.0,3300,31280,500.88235294117646,1540,17030
PRV51781,No,4.166666666666667,100.0,12.0,12.0,1797.5,8090,43140,470.4166666666667,1320,11290
PRV51784,No,0.0,0.0,12.0,12.0,6398.75,31470,51190,1243.75,6890,9950
PRV51786,No,14.0,70.0,12.0,12.0,490.0,980,2450,520.0,860,2600
PRV51787,No,0.0,0.0,12.0,12.0,1566.6666666666667,2180,4700,976.6666666666666,1340,2930
PRV51788,No,1.5827338129496402,100.0,11.741007194244604,11.223021582733812,2347.26618705036,34470,326270,529.568345323741,7620,73610
PRV51789,No,2.5,80.0,12.0,12.0,1201.25,6950,38440,361.25,1710,11560
PRV51790,No,0.6578947368421053,50.0,11.921052631578947,12.0,2210.2631578947367,22020,167980,712.1052631578947,6480,54120
PRV51792,No,4.3478260869565215,200.0,12.0,12.0,3055.8695652173915,16160,140570,905.4347826086956,4560,41650
PRV51793,No,0.0,0.0,12.0,11.96,1806.4,4120,45160,414.4,1740,10360
PRV51794,No,0.0,0.0,12.0,12.0,1681.8181818181818,4730,18500,280.90909090909093,1790,3090
PRV51795,No,0.0,0.0,12.0,12.0,1440.8333333333333,21660,51870,595.2777777777778,6480,21430
PRV51796,No,0.0,0.0,12.0,12.0,537.5,1420,2150,287.5,730,1150
PRV51797,No,20.0,100.0,12.0,12.0,556.0,860,2780,166.0,300,830
PRV51798,No,0.0,0.0,12.0,12.0,1566.0,4960,15660,356.0,1120,3560
PRV51799,No,0.0,0.0,12.0,12.0,1680.0,3670,5040,686.6666666666666,2030,2060
PRV51801,No,2.0,40.0,12.0,12.0,2263.5,14600,45270,690.0,3790,13800
PRV51802,No,8.333333333333334,200.0,12.0,12.0,1963.3333333333333,15810,47120,685.0,6470,16440
PRV51803,No,427.2,1068.0,12.0,12.0,876.0,2840,4380,216.0,580,1080
PRV51805,Yes,1068.0,1068.0,12.0,12.0,2686.6666666666665,6210,8060,300.0,690,900
PRV51806,No,1068.0,1068.0,12.0,12.0,10.0,10,10,10.0,10,10
PRV51807,No,1068.0,1068.0,12.0,12.0,778.5714285714286,1310,5450,151.42857142857142,430,1060
PRV51809,No,1068.0,1068.0,12.0,12.0,1761.4814814814815,18900,47560,561.1111111111111,5290,15150
PRV51810,No,1068.0,1068.0,12.0,12.0,1953.3333333333333,5650,5860,1163.3333333333333,3410,3490
PRV51811,No,1068.0,1068.0,12.0,12.0,1852.0,5180,27780,568.6666666666666,3290,8530
PRV51812,No,1068.0,1068.0,12.0,12.0,1230.0,1230,1230,1350.0,1350,1350
PRV51813,No,1068.0,1068.0,12.0,12.0,1927.0,7330,19270,484.0,1280,4840
PRV51815,No,0.0,0.0,12.0,12.0,1378.0,4030,6890,398.0,1570,1990
PRV51816,No,1068.0,1068.0,12.0,12.0,817.1428571428571,3510,5720,82.85714285714286,240,580
PRV51818,Yes,1068.0,1068.0,11.827586206896552,11.689655172413794,1963.448275862069,9260,56940,567.9310344827586,2980,16470
PRV51819,No,712.0,1068.0,12.0,12.0,2180.0,3770,6540,426.6666666666667,1000,1280
PRV51820,No,1068.0,1068.0,12.0,12.0,1250.0,4510,6250,644.0,1690,3220
PRV51821,No,1068.0,1068.0,12.0,12.0,1498.0,4050,14980,169.0,520,1690
PRV51822,No,1068.0,1068.0,12.0,12.0,80.0,80,80,30.0,30,30
PRV51823,No,776.7272727272727,1068.0,12.0,12.0,1662.7272727272727,4460,18290,476.3636363636364,1380,5240
PRV51824,No,1068.0,1068.0,12.0,12.0,1722.0,3590,17220,649.0,2380,6490
PRV51826,Yes,1068.0,1068.0,12.0,12.0,1289.5238095238096,5200,27080,480.4761904761905,1850,10090
PRV51827,No,1068.0,1068.0,12.0,12.0,2186.1111111111113,22200,39350,666.1111111111111,5870,11990
PRV51828,No,1068.0,1068.0,12.0,12.0,1574.5454545454545,4090,17320,395.45454545454544,1360,4350
PRV51829,No,1068.0,1068.0,12.0,12.0,834.0,1500,4170,172.0,420,860
PRV51830,No,1068.0,1068.0,12.0,12.0,973.3333333333334,2560,5840,308.3333333333333,730,1850
PRV51831,No,1068.0,1068.0,12.0,12.0,515.0,1030,1030,85.0,170,170
PRV51833,No,1068.0,1068.0,12.0,12.0,1880.0,3550,5640,343.3333333333333,770,1030
PRV51836,Yes,2.9264214046822743,200.0,11.937569676700111,11.866220735785953,2063.639910813824,20870,3702170,548.9687848383501,5090,984850
PRV51837,No,147.3009708737864,1068.0,11.884615384615385,11.76923076923077,1958.6538461538462,17040,203700,545.4807692307693,3100,56730
PRV51838,No,4.35,100.0,12.0,11.995,1874.35,24230,374870,499.3,8820,99860
PRV51840,Yes,355.6949152542373,1068.0,12.0,11.898305084745763,1631.4406779661017,22690,192510,514.9152542372881,7040,60760
PRV51841,No,159.53571428571428,1068.0,12.0,12.0,2146.25,19780,120190,612.5,6950,34300
PRV51842,Yes,422.43150684931504,1068.0,11.877551020408163,11.870748299319727,2626.5646258503402,33210,772210,651.6530612244898,5940,191586
PRV51843,No,1.0,50.0,11.76,12.0,3470.6,23680,173530,972.0,5940,48600
PRV51845,No,262.6222222222222,1068.0,11.733333333333333,11.755555555555556,1542.2222222222222,6710,69400,489.1111111111111,2750,22010
PRV51846,No,77.10344827586206,1068.0,12.0,12.0,1925.5172413793102,9660,55840,445.86206896551727,2080,12930
PRV51847,No,0.0,0.0,12.0,12.0,980.0,3520,41160,323.3333333333333,2570,13580
PRV51848,No,0.0,0.0,12.0,12.0,2094.2105263157896,20190,119370,624.2105263157895,5940,35580
PRV51849,No,25.91780821917808,1068.0,11.835616438356164,11.924657534246576,2026.7808219178082,28340,295910,648.4246575342465,6680,94670
PRV51851,Yes,118.33617021276596,1068.0,11.711864406779661,11.864406779661017,2105.3389830508477,20870,993720,573.5805084745763,5090,270730
PRV51852,No,3.1578947368421053,30.0,12.0,12.0,2236.842105263158,6520,42500,513.1578947368421,1140,9750
PRV51855,No,144.06666666666666,1068.0,11.8,11.766666666666667,1687.5,52900,202500,454.6666666666667,8750,54560
PRV51856,No,2.5641025641025643,100.0,11.897435897435898,12.0,1780.2564102564102,9170,208290,536.4102564102565,2700,62760
PRV51857,Yes,476.7857142857143,1068.0,12.0,11.736842105263158,2110.3508771929824,20870,120290,565.9649122807018,5090,32260
PRV51858,No,3.278688524590164,90.0,11.40983606557377,12.0,1710.1639344262296,19570,104320,535.4098360655738,6340,32660
PRV51859,No,2.4615384615384617,80.0,12.0,12.0,1875.8461538461538,20550,121930,561.5384615384615,5040,36500
PRV51860,No,7.231958762886598,1068.0,11.925257731958762,11.905927835051546,1975.6958762886597,20190,1533140,539.5876288659794,5940,418720
PRV51861,No,0.0,0.0,12.0,12.0,1630.0,5770,34230,581.9047619047619,3420,12220
PRV51862,No,427.7,1068.0,12.0,12.0,1601.0,9500,32020,393.5,1220,7870
PRV51863,No,256.14084507042253,1068.0,11.835616438356164,12.0,2602.6027397260273,22990,189990,721.2328767123288,5520,52650
PRV51864,No,50.661654135338345,1068.0,11.819548872180452,11.80451127819549,1943.9097744360902,9660,258540,488.94736842105266,2700,65030
PRV51865,No,0.0,0.0,11.571428571428571,12.0,1175.0,4010,32900,338.92857142857144,1310,9490
PRV51867,No,2.9411764705882355,100.0,12.0,11.843137254901961,2189.0196078431372,34470,223280,630.6862745098039,7620,64330
PRV51868,Yes,730.2877697841726,1068.0,11.833333333333334,12.0,1558.263888888889,20870,224390,428.9583333333333,5090,61770
PRV51869,No,105.04761904761905,1068.0,12.0,12.0,1652.3809523809523,5500,34700,649.5238095238095,2220,13640
PRV51870,No,1.0909090909090908,60.0,11.781818181818181,11.781818181818181,2249.6363636363635,17040,123730,659.8181818181819,4120,36290
PRV51871,No,0.6666666666666666,20.0,12.0,11.6,2219.3333333333335,15110,66580,627.3333333333334,3720,18820
PRV51872,No,4.583333333333333,70.0,11.5,12.0,1687.5,5790,40500,463.75,1840,11130
PRV51873,Yes,196.16666666666666,1068.0,11.916666666666666,11.979166666666666,1963.5416666666667,15410,282750,530.0,4120,76320
PRV51874,No,1.5909090909090908,70.0,11.727272727272727,12.0,2331.818181818182,14110,102600,633.8636363636364,4120,27890
PRV51875,No,0.0,0.0,12.0,12.0,1220.0,1220,1220,250.0,250,250
PRV51876,Yes,305.6,1068.0,11.80327868852459,12.0,2181.1475409836066,20870,133050,642.9508196721312,5900,39220
PRV51877,No,0.0,0.0,12.0,10.25,1910.0,2910,7640,520.0,960,2080
PRV51878,No,7.5,70.0,12.0,11.416666666666666,1718.3333333333333,4960,20620,595.0,1880,7140
PRV51879,No,3.5238095238095237,100.0,11.847619047619048,11.771428571428572,1680.1904761904761,11860,176420,598.6666666666666,2430,62860
PRV51884,No,122.72727272727273,1068.0,12.0,12.0,1380.909090909091,5590,60760,423.40909090909093,1610,18630
PRV51885,No,1.411764705882353,80.0,12.0,12.0,1767.0588235294117,11330,150200,780.3529411764706,2570,66330
PRV51886,No,2.7777777777777777,50.0,12.0,12.0,1117.7777777777778,4470,20120,463.8888888888889,1290,8350
PRV51887,No,20.0,40.0,12.0,12.0,315.0,320,630,160.0,250,320
PRV51888,No,20.0,100.0,12.0,11.8,520.0,1280,2600,216.0,750,1080
PRV51889,No,0.0,0.0,12.0,12.0,240.0,240,960,150.0,150,600
PRV51890,No,53.714285714285715,1068.0,12.0,12.0,1860.0,15410,39060,747.6190476190476,4120,15700
PRV51891,No,0.0,0.0,12.0,12.0,3503.3333333333335,7960,10510,1176.6666666666667,1840,3530
PRV51892,No,0.0,0.0,12.0,12.0,944.0,1900,4720,716.0,1880,3580
PRV51894,No,0.0,0.0,12.0,12.0,1516.0,4320,30320,357.5,1000,7150
PRV51895,No,11.11111111111111,200.0,12.0,11.833333333333334,1127.2222222222222,2480,20290,183.88888888888889,1280,3310
PRV51896,No,0.0,0.0,12.0,10.6,1734.0,3330,8670,338.0,660,1690
PRV51897,No,2.923076923076923,100.0,12.0,12.0,2508.3076923076924,23080,163040,484.7692307692308,6780,31510
PRV51898,No,18.10169491525424,1068.0,11.796610169491526,11.983050847457626,1398.6440677966102,5680,82520,563.8983050847457,1880,33270
PRV51899,No,0.0,0.0,12.0,12.0,1460.0,4290,33580,442.17391304347825,960,10170
PRV51901,No,0.0,0.0,12.0,12.0,1805.7142857142858,3640,12640,291.42857142857144,960,2040
PRV51902,No,0.0,0.0,12.0,12.0,1770.0,1770,7080,470.0,470,1880
PRV51905,No,2.6070038910505837,100.0,11.891050583657588,11.894941634241246,2302.8793774319065,8510,591840,610.7392996108949,3540,156960
PRV51906,No,0.0,0.0,12.0,12.0,1665.4545454545455,3420,36640,519.5454545454545,950,11430
PRV51908,No,7.2727272727272725,100.0,12.0,12.0,2487.2727272727275,11010,54720,820.4545454545455,3490,18050
PRV51909,No,0.0,0.0,12.0,12.0,1842.5,5780,29480,509.375,1650,8150
PRV51910,No,1.4634146341463414,70.0,11.560975609756097,11.707317073170731,2813.4146341463415,33210,230700,690.170731707317,5858,56594
PRV51911,No,2.2580645161290325,90.0,11.741935483870968,11.67741935483871,2108.9247311827958,33210,196130,693.3118279569892,5858,64478
PRV51913,No,0.0,0.0,12.0,12.0,940.0,940,940,500.0,500,500
PRV51914,No,0.0,0.0,12.0,12.0,1420.909090909091,5780,15630,357.27272727272725,1300,3930
PRV51915,No,0.0,0.0,12.0,12.0,1360.5,4290,27210,331.5,940,6630
PRV51916,No,0.0,0.0,12.0,12.0,1019.7674418604652,2420,43850,486.27906976744185,1510,20910
PRV51917,No,0.0,0.0,12.0,12.0,2615.4545454545455,9660,28770,445.45454545454544,1520,4900
PRV51918,No,0.0,0.0,12.0,12.0,1650.0,1650,1650,50.0,50,50
PRV51919,No,1068.0,1068.0,12.0,12.0,1553.3333333333333,3500,9320,210.0,410,1260
PRV51920,Yes,539.5555555555555,1068.0,12.0,12.0,2035.0,20640,36630,518.8888888888889,4020,9340
PRV51921,No,2.4285714285714284,80.0,12.0,9.771428571428572,3593.8571428571427,33210,251570,724.4,5858,50708
PRV51922,No,4.166666666666667,100.0,12.0,12.0,1641.6666666666667,4830,39400,325.0,1080,7800
PRV51923,No,11.11111111111111,100.0,12.0,11.444444444444445,882.2222222222222,1940,7940,253.33333333333334,410,2280
PRV51924,No,2.0,100.0,12.0,12.0,2585.4,7960,129270,823.0,2700,41150
PRV51925,No,0.0,0.0,12.0,9.0,592.5,1700,2370,85.0,200,340
PRV51926,No,4.375,100.0,12.0,12.0,3171.5625,33210,101490,684.9375,5858,21918
PRV51927,No,890.0,1068.0,12.0,12.0,621.6666666666666,2570,3730,296.6666666666667,1440,1780
PRV51928,No,1.6666666666666667,50.0,12.0,12.0,1971.3333333333333,14100,59140,569.6666666666666,2790,17090
PRV51929,No,81.65765765765765,1068.0,12.0,11.783783783783784,3454.5045045045044,37090,383450,1039.7297297297298,11800,115410
PRV51930,No,0.0,0.0,12.0,12.0,4545.0,15760,27270,993.3333333333334,3850,5960
PRV51931,No,25.17391304347826,1068.0,12.0,11.91304347826087,1823.9130434782608,8880,83900,451.30434782608694,1710,20760
PRV51932,No,105.52380952380952,1068.0,11.80952380952381,12.0,3187.1428571428573,13700,66930,736.6666666666666,2800,15470
PRV51933,No,3.8596491228070176,100.0,11.789473684210526,11.894736842105264,2774.9122807017543,31710,158170,823.3333333333334,7200,46930
PRV51934,No,4.954954954954955,200.0,11.891891891891891,11.891891891891891,2287.2072072072074,32330,253880,745.1351351351351,8100,82710
PRV51935,No,57.96491228070175,1068.0,12.0,12.0,1820.3508771929824,21220,103760,624.561403508772,5580,35600
PRV51936,No,3.0,40.0,12.0,12.0,1758.0,7500,35160,620.5,3480,12410
PRV51937,No,1.7777777777777777,50.0,12.0,12.0,1497.888888888889,13560,134810,429.0,3980,38610
PRV51938,No,21.660377358490567,1068.0,11.88679245283019,11.88679245283019,1814.811320754717,16140,192370,619.7169811320755,4230,65690
PRV51940,Yes,816.520325203252,1068.0,11.952191235059761,11.928286852589641,2367.171314741036,27610,594160,636.4940239043825,7300,159760
